time,icao24,callsign,lat,lon,heading,geoaltitude (ft),velocity(kts),vertrate (ft/min),onground,squawk,alert,spi,baroaltitude,lastposupdate,lastcontact
2023-02-01 17:39:32,N863GT,5Y747,47.1355,-118.7106,270,12775,299,,0,6627,,,,,
2023-02-01 17:39:47,N863GT,5Y747,47.1354,-118.7392,269,12775,300,,0,6627,,,,,
2023-02-01 17:40:13,N863GT,5Y747,47.135,-118.7929,269,12775,302,,0,6627,,,,,
2023-02-01 17:39:56,N863GT,5Y747,47.1353,-118.7581,269,12775,300,,0,6627,,,,,
2023-02-01 17:40:07,N863GT,5Y747,47.1351,-118.78,270,12775,301,,0,6627,,,,,
2023-02-01 17:40:28,N863GT,5Y747,47.1348,-118.8233,269,12775,304,,0,6627,,,,,
2023-02-01 17:40:37,N863GT,5Y747,47.1347,-118.8416,270,12775,304,,0,6627,,,,,
2023-02-01 17:40:47,N863GT,5Y747,47.1346,-118.8628,269,12775,300,,0,6627,,,,,
2023-02-01 17:41:17,N863GT,5Y747,47.1341,-118.9243,270,12750,300,,0,6627,,,,,
2023-02-01 17:40:57,N863GT,5Y747,47.1344,-118.8841,269,12775,305,,0,6627,,,,,
2023-02-01 17:41:03,N863GT,5Y747,47.1343,-118.8971,269,12750,300,,0,6627,,,,,
2023-02-01 17:41:24,N863GT,5Y747,47.134,-118.9401,270,12750,308,,0,6627,,,,,
2023-02-01 17:41:37,N863GT,5Y747,47.1334,-118.9677,267,12775,300,,0,6627,,,,,
2023-02-01 17:41:46,N863GT,5Y747,47.1326,-118.9867,267,12775,300,,0,6627,,,,,
2023-02-01 17:41:56,N863GT,5Y747,47.1317,-119.007,266,12750,300,,0,6627,,,,,
2023-02-01 17:42:07,N863GT,5Y747,47.1309,-119.0263,266,12750,290,,0,6627,,,,,
2023-02-01 17:42:16,N863GT,5Y747,47.13,-119.0467,266,12750,280,,0,6627,,,,,
2023-02-01 17:42:24,N863GT,5Y747,47.1293,-119.0621,267,12750,270,,0,6627,,,,,
2023-02-01 17:42:34,N863GT,5Y747,47.1286,-119.0796,267,12750,260,,0,6627,,,,,
2023-02-01 17:42:46,N863GT,5Y747,47.1278,-119.1007,268,12750,250,,0,6627,,,,,
2023-02-01 17:42:55,N863GT,5Y747,47.1273,-119.1156,268,12750,240,,0,6627,,,,,
2023-02-01 17:43:15,N863GT,5Y747,47.1261,-119.1458,266,12750,220,,0,6627,,,,,
2023-02-01 17:43:02,N863GT,5Y747,47.1268,-119.128,267,12750,240,,0,6627,,,,,
2023-02-01 17:43:37,N863GT,5Y747,47.1249,-119.1798,267,12775,210,,0,6627,,,,,
2023-02-01 17:43:26,N863GT,5Y747,47.1254,-119.165,267,12775,210,,0,6627,,,,,
2023-02-01 17:43:57,N863GT,5Y747,47.1239,-119.2081,267,12775,200,,0,6627,,,,,
2023-02-01 17:43:46,N863GT,5Y747,47.1245,-119.1929,267,12800,200,,0,6627,,,,,
2023-02-01 17:44:06,N863GT,5Y747,47.1234,-119.2207,268,12775,190,,0,6627,,,,,
2023-02-01 17:44:18,N863GT,5Y747,47.1229,-119.2343,267,12775,190,,0,6627,,,,,
2023-02-01 17:44:37,N863GT,5Y747,47.122,-119.2579,267,12775,192,,0,6627,,,,,
2023-02-01 17:44:23,N863GT,5Y747,47.1226,-119.2433,266,12775,193,,0,6627,,,,,
2023-02-01 17:44:56,N863GT,5Y747,47.121,-119.285,268,12775,170,,0,6627,,,,,
2023-02-01 17:44:46,N863GT,5Y747,47.1215,-119.2712,267,12750,180,,0,6627,,,,,
2023-02-01 17:45:16,N863GT,5Y747,47.1201,-119.3075,266,12775,170,,0,6627,,,,,
2023-02-01 17:45:05,N863GT,5Y747,47.1207,-119.2941,267,12775,170,,0,6627,,,,,
2023-02-01 17:45:28,N863GT,5Y747,47.1195,-119.3217,267,12775,170,,0,6627,,,,,
2023-02-01 17:45:49,N863GT,5Y747,47.1186,-119.3456,267,12775,172,,0,6627,,,,,
2023-02-01 17:46:08,N863GT,5Y747,47.1178,-119.367,267,12775,173,,0,6627,,,,,
2023-02-01 17:45:51,N863GT,5Y747,47.1185,-119.3482,266,12775,172,,0,6627,,,,,
2023-02-01 17:46:25,N863GT,5Y747,47.1169,-119.3883,267,12775,170,,0,6627,,,,,
2023-02-01 17:46:17,N863GT,5Y747,47.1173,-119.3785,267,12775,174,,0,6627,,,,,
2023-02-01 17:46:36,N863GT,5Y747,47.1152,-119.402,260,12775,175,,0,6627,,,,,
2023-02-01 17:46:47,N863GT,5Y747,47.1114,-119.4124,236,12775,170,,0,6627,,,,,
2023-02-01 17:47:15,N863GT,5Y747,47.0928,-119.4311,202,12775,180,,0,6627,,,,,
2023-02-01 17:46:58,N863GT,5Y747,47.1055,-119.4217,222,12775,170,,0,6627,,,,,
2023-02-01 17:47:04,N863GT,5Y747,47.1014,-119.426,215,12775,180,,0,6627,,,,,
2023-02-01 17:47:27,N863GT,5Y747,47.0831,-119.432,177,12775,190,,0,6627,,,,,
2023-02-01 17:47:36,N863GT,5Y747,47.0731,-119.4296,169,12775,201,,0,6627,,,,,
2023-02-01 17:47:45,N863GT,5Y747,47.0654,-119.4274,170,12775,200,,0,6627,,,,,
2023-02-01 17:47:55,N863GT,5Y747,47.0556,-119.4248,169,12775,214,,0,6627,,,,,
2023-02-01 17:48:16,N863GT,5Y747,47.0346,-119.419,168,12750,220,,0,6627,,,,,
2023-02-01 17:48:07,N863GT,5Y747,47.0435,-119.4215,169,12750,220,,0,6627,,,,,
2023-02-01 17:48:35,N863GT,5Y747,47.0151,-119.4137,169,12775,227,,0,6627,,,,,
2023-02-01 17:48:25,N863GT,5Y747,47.0254,-119.4165,169,12775,227,,0,6627,,,,,
2023-02-01 17:48:49,N863GT,5Y747,47.0001,-119.4095,169,12775,220,,0,6627,,,,,
2023-02-01 17:48:56,N863GT,5Y747,46.9919,-119.4073,170,12775,220,,0,6627,,,,,
2023-02-01 17:49:02,N863GT,5Y747,46.9873,-119.4061,170,12775,220,,0,6627,,,,,
2023-02-01 17:49:24,N863GT,5Y747,46.9633,-119.3998,170,12775,229,,0,6627,,,,,
2023-02-01 17:49:18,N863GT,5Y747,46.9705,-119.4017,169,12775,229,,0,6627,,,,,
2023-02-01 17:49:53,N863GT,5Y747,46.9328,-119.3918,170,12775,229,,0,6627,,,,,
2023-02-01 17:49:34,N863GT,5Y747,46.9525,-119.3969,170,12775,229,,0,6627,,,,,
2023-02-01 17:49:45,N863GT,5Y747,46.9425,-119.3943,170,12775,228,,0,6627,,,,,
2023-02-01 17:50:07,N863GT,5Y747,46.92,-119.3884,170,12775,220,,0,6627,,,,,
2023-02-01 17:50:13,N863GT,5Y747,46.9124,-119.3864,169,12775,220,,0,6627,,,,,
2023-02-01 17:50:46,N863GT,5Y747,46.8786,-119.3777,170,12775,229,,0,6627,,,,,
2023-02-01 17:50:28,N863GT,5Y747,46.8969,-119.3825,170,12775,229,,0,6627,,,,,
2023-02-01 17:50:34,N863GT,5Y747,46.8906,-119.3809,171,12775,228,,0,6627,,,,,
2023-02-01 17:50:58,N863GT,5Y747,46.8656,-119.3743,170,12775,230,,0,6627,,,,,
2023-02-01 17:51:04,N863GT,5Y747,46.8593,-119.3727,170,12775,230,,0,6627,,,,,
2023-02-01 17:51:19,N863GT,5Y747,46.8439,-119.3687,170,12775,230,,0,6627,,,,,
2023-02-01 17:51:36,N863GT,5Y747,46.8271,-119.3642,170,12775,230,,0,6627,,,,,
2023-02-01 17:51:27,N863GT,5Y747,46.8353,-119.3663,169,12775,232,,0,6627,,,,,
2023-02-01 17:51:56,N863GT,5Y747,46.8053,-119.3584,170,12775,220,,0,6627,,,,,
2023-02-01 17:51:46,N863GT,5Y747,46.8154,-119.3611,170,12775,220,,0,6627,,,,,
2023-02-01 17:52:02,N863GT,5Y747,46.799,-119.3568,170,12775,220,,0,6627,,,,,
2023-02-01 17:52:16,N863GT,5Y747,46.7853,-119.3532,171,12775,221,,0,6627,,,,,
2023-02-01 17:52:25,N863GT,5Y747,46.7766,-119.3509,170,12775,220,,0,6627,,,,,
2023-02-01 17:52:49,N863GT,5Y747,46.7531,-119.3448,170,12775,200,,0,6627,,,,,
2023-02-01 17:52:34,N863GT,5Y747,46.7677,-119.3486,170,12750,210,,0,6627,,,,,
2023-02-01 17:52:57,N863GT,5Y747,46.7455,-119.3428,171,12775,200,,0,6627,,,,,
2023-02-01 17:53:08,N863GT,5Y747,46.7354,-119.3402,170,12800,200,192,0,6627,,,,,
2023-02-01 17:53:19,N863GT,5Y747,46.7259,-119.3377,170,12775,190,,0,6627,,,,,
2023-02-01 17:53:49,N863GT,5Y747,46.7002,-119.331,169,12775,184,,0,6627,,,,,
2023-02-01 17:53:37,N863GT,5Y747,46.7103,-119.3336,169,12750,187,,0,6627,,,,,
2023-02-01 17:53:28,N863GT,5Y747,46.7179,-119.3356,170,12750,180,,0,6627,,,,,
2023-02-01 17:54:13,N863GT,5Y747,46.68,-119.3258,171,12775,180,,0,6627,,,,,
2023-02-01 17:53:56,N863GT,5Y747,46.6948,-119.3296,170,12775,183,,0,6627,,,,,
2023-02-01 17:54:08,N863GT,5Y747,46.6841,-119.3268,171,12775,180,,0,6627,,,,,
2023-02-01 17:54:47,N863GT,5Y747,46.6515,-119.3176,164,12775,180,,0,6627,,,,,
2023-02-01 17:54:27,N863GT,5Y747,46.6679,-119.3226,169,12775,180,,0,6627,,,,,
2023-02-01 17:54:49,N863GT,5Y747,46.65,-119.3168,160,12775,180,,0,6627,,,,,
2023-02-01 17:55:07,N863GT,5Y747,46.6375,-119.3023,129,12775,200,,0,6627,,,,,
2023-02-01 17:55:16,N863GT,5Y747,46.634,-119.2922,117,12775,210,,0,6627,,,,,
2023-02-01 17:55:21,N863GT,5Y747,46.6329,-119.2854,104,12775,213,,0,6627,,,,,
2023-02-01 17:55:35,N863GT,5Y747,46.6328,-119.2636,87,12775,210,,0,6627,,,,,
2023-02-01 17:55:45,N863GT,5Y747,46.6331,-119.2486,88,12775,215,,0,6627,,,,,
2023-02-01 17:56:06,N863GT,5Y747,46.6336,-119.2197,89,12750,214,,0,6627,,,,,
2023-02-01 17:55:58,N863GT,5Y747,46.6334,-119.2303,88,12750,214,,0,6627,,,,,
2023-02-01 17:56:18,N863GT,5Y747,46.634,-119.2027,88,12775,214,,0,6627,,,,,
2023-02-01 17:56:35,N863GT,5Y747,46.6348,-119.1769,87,12775,210,,0,6627,,,,,
2023-02-01 17:56:26,N863GT,5Y747,46.6343,-119.1894,88,12775,213,,0,6627,,,,,
2023-02-01 17:56:54,N863GT,5Y747,46.6422,-119.1546,52,12775,200,,0,6627,,,,,
2023-02-01 17:56:48,N863GT,5Y747,46.6387,-119.1611,60,12775,200,,0,6627,,,,,
2023-02-01 17:57:01,N863GT,5Y747,46.6454,-119.1505,41,12775,201,,0,6627,,,,,
2023-02-01 17:57:37,N863GT,5Y747,46.6776,-119.1289,23,12775,210,,0,6627,,,,,
2023-02-01 17:57:19,N863GT,5Y747,46.6627,-119.138,24,12775,190,,0,6627,,,,,
2023-02-01 17:57:28,N863GT,5Y747,46.6704,-119.1333,23,12775,190,,0,6627,,,,,
2023-02-01 17:57:57,N863GT,5Y747,46.6967,-119.1169,24,12725,231,,0,6627,,,,,
2023-02-01 17:57:48,N863GT,5Y747,46.6864,-119.1234,23,12750,220,,0,6627,,,,,
2023-02-01 17:58:09,N863GT,5Y747,46.7084,-119.1093,24,12775,233,,0,6627,,,,,
2023-02-01 17:58:18,N863GT,5Y747,46.7173,-119.1037,22,12775,234,,0,6627,,,,,
2023-02-01 17:58:59,N863GT,5Y747,46.7563,-119.0785,24,12775,231,,0,6627,,,,,
2023-02-01 17:58:37,N863GT,5Y747,46.7363,-119.0915,24,12775,230,,0,6627,,,,,
2023-02-01 17:58:47,N863GT,5Y747,46.746,-119.0851,24,12775,231,,0,6627,,,,,
2023-02-01 17:59:10,N863GT,5Y747,46.7688,-119.0704,24,12775,230,,0,6627,,,,,
2023-02-01 17:59:19,N863GT,5Y747,46.7765,-119.0656,24,12775,230,,0,6627,,,,,
2023-02-01 17:59:37,N863GT,5Y747,46.7948,-119.0537,24,12775,220,,0,6627,,,,,
2023-02-01 17:59:58,N863GT,5Y747,46.8148,-119.0409,24,12775,220,,0,6627,,,,,
2023-02-01 17:59:44,N863GT,5Y747,46.8015,-119.0495,26,12775,220,,0,6627,,,,,
2023-02-01 18:00:19,N863GT,5Y747,46.8343,-119.0282,24,12800,210,,0,6627,,,,,
2023-02-01 18:00:24,N863GT,5Y747,46.8377,-119.026,24,12800,200,,0,6627,,,,,
2023-02-01 18:00:42,N863GT,5Y747,46.8535,-119.0159,23,12750,190,,0,6627,,,,,
2023-02-01 18:00:38,N863GT,5Y747,46.8505,-119.0178,24,12750,190,,0,6627,,,,,
2023-02-01 18:00:58,N863GT,5Y747,46.8658,-119.008,24,12775,194,,0,6627,,,,,
2023-02-01 18:01:08,N863GT,5Y747,46.8748,-119.0023,23,12775,190,,0,6627,,,,,
2023-02-01 18:01:27,N863GT,5Y747,46.8906,-118.9922,24,12775,190,,0,6627,,,,,
2023-02-01 18:01:35,N863GT,5Y747,46.8964,-118.9884,24,12775,193,,0,6627,,,,,
2023-02-01 18:01:15,N863GT,5Y747,46.8798,-118.9991,24,12775,194,,0,6627,,,,,
2023-02-01 18:02:10,N863GT,5Y747,46.9259,-118.9693,24,12775,190,,0,6627,,,,,
2023-02-01 18:01:59,N863GT,5Y747,46.916,-118.9758,23,12775,190,,0,6627,,,,,
2023-02-01 18:01:44,N863GT,5Y747,46.9036,-118.9838,24,12775,193,,0,6627,,,,,
2023-02-01 18:02:38,N863GT,5Y747,46.9482,-118.9631,356,12775,170,,0,6627,,,,,
2023-02-01 18:02:27,N863GT,5Y747,46.9394,-118.9623,10,12775,180,,0,6627,,,,,
2023-02-01 18:02:19,N863GT,5Y747,46.9332,-118.9647,23,12775,190,,0,6627,,,,,
2023-02-01 18:02:46,N863GT,5Y747,46.9543,-118.9668,332,12775,169,,0,6627,,,,,
2023-02-01 18:03:10,N863GT,5Y747,46.9651,-118.9876,288,12775,150,,0,6627,,,,,
2023-02-01 18:02:55,N863GT,5Y747,46.9596,-118.9731,317,12775,160,,0,6627,,,,,
2023-02-01 18:03:15,N863GT,5Y747,46.9657,-118.9926,279,12775,150,,0,6627,,,,,
2023-02-01 18:03:29,N863GT,5Y747,46.9659,-119.0071,270,12775,150,,0,6627,,,,,
2023-02-01 18:03:38,N863GT,5Y747,46.9659,-119.0163,270,12775,155,,0,6627,,,,,
2023-02-01 18:03:47,N863GT,5Y747,46.9659,-119.0263,270,12750,150,,0,6627,,,,,
2023-02-01 18:04:08,N863GT,5Y747,46.9656,-119.048,269,12775,150,,0,6627,,,,,
2023-02-01 18:03:56,N863GT,5Y747,46.9658,-119.0356,269,12775,156,,0,6627,,,,,
2023-02-01 18:04:19,N863GT,5Y747,46.9655,-119.06,269,12750,155,,0,6627,,,,,
2023-02-01 18:04:49,N863GT,5Y747,46.9655,-119.0921,270,12775,160,,0,6627,,,,,
2023-02-01 18:04:28,N863GT,5Y747,46.9655,-119.0695,270,12750,150,,0,6627,,,,,
2023-02-01 18:04:37,N863GT,5Y747,46.9655,-119.0792,271,12775,150,,0,6627,,,,,
2023-02-01 18:05:07,N863GT,5Y747,46.9655,-119.1111,271,12775,150,,0,6627,,,,,
2023-02-01 18:04:58,N863GT,5Y747,46.9655,-119.1015,270,12775,150,,0,6627,,,,,
2023-02-01 18:05:20,N863GT,5Y747,46.9655,-119.1242,269,12775,150,,0,6627,,,,,
2023-02-01 18:05:29,N863GT,5Y747,46.9655,-119.1342,270,12775,150,,0,6627,,,,,
2023-02-01 18:05:40,N863GT,5Y747,46.9656,-119.1462,270,12775,157,,0,6627,,,,,
2023-02-01 18:06:00,N863GT,5Y747,46.9656,-119.1675,270,12775,159,,0,6627,,,,,
2023-02-01 18:05:48,N863GT,5Y747,46.9656,-119.1544,271,12775,158,,0,6627,,,,,
2023-02-01 18:06:10,N863GT,5Y747,46.9656,-119.1787,270,12775,150,,0,6627,,,,,
2023-02-01 18:06:15,N863GT,5Y747,46.9656,-119.1831,270,12775,158,,0,6627,,,,,
2023-02-01 18:06:28,N863GT,5Y747,46.9658,-119.1964,275,12750,150,,0,6627,,,,,
2023-02-01 18:06:40,N863GT,5Y747,46.9685,-119.2084,296,12775,160,,0,6627,,,,,
2023-02-01 18:06:59,N863GT,5Y747,46.9802,-119.2225,338,12775,170,,0,6627,,,,,
2023-02-01 18:06:49,N863GT,5Y747,46.9736,-119.2171,313,12775,160,,0,6627,,,,,
2023-02-01 18:07:08,N863GT,5Y747,46.9868,-119.2243,352,12775,180,,0,6627,,,,,
2023-02-01 18:07:22,N863GT,5Y747,46.9993,-119.2236,5,12750,180,,0,6627,,,,,
2023-02-01 18:07:37,N863GT,5Y747,47.011,-119.2159,35,12775,200,,0,6627,,,,,
2023-02-01 18:07:48,N863GT,5Y747,47.0182,-119.203,59,12750,200,,0,6627,,,,,
2023-02-01 18:07:15,N863GT,5Y747,46.9934,-119.2243,2,12775,180,,0,6627,,,,,
2023-02-01 18:07:55,N863GT,5Y747,47.0206,-119.1934,75,12775,213,,0,6627,,,,,
2023-02-01 18:08:09,N863GT,5Y747,47.0215,-119.1737,90,12800,210,,0,6627,,,,,
2023-02-01 18:08:17,N863GT,5Y747,47.0214,-119.1618,90,12750,210,,0,6627,,,,,
2023-02-01 18:08:42,N863GT,5Y747,47.0213,-119.1261,90,12775,210,,0,6627,,,,,
2023-02-01 18:08:24,N863GT,5Y747,47.0213,-119.1515,90,12775,210,,0,6627,,,,,
2023-02-01 18:08:36,N863GT,5Y747,47.0213,-119.1347,91,12775,217,,0,6627,,,,,
2023-02-01 18:09:16,N863GT,5Y747,47.0211,-119.0759,90,12775,210,,0,6627,,,,,
2023-02-01 18:09:27,N863GT,5Y747,47.0211,-119.0602,90,12775,210,,0,6627,,,,,
2023-02-01 18:08:53,N863GT,5Y747,47.0212,-119.109,90,12775,215,,0,6627,,,,,
2023-02-01 18:09:07,N863GT,5Y747,47.0212,-119.0894,90,12775,215,,0,6627,,,,,
2023-02-01 18:09:59,N863GT,5Y747,47.0211,-119.0144,90,12775,210,,0,6627,,,,,
2023-02-01 18:10:08,N863GT,5Y747,47.0211,-119.0012,90,12775,210,,0,6627,,,,,
2023-02-01 18:09:44,N863GT,5Y747,47.021,-119.0356,90,12775,210,,0,6627,,,,,
2023-02-01 18:09:30,N863GT,5Y747,47.0211,-119.0555,90,12775,213,,0,6627,,,,,
2023-02-01 18:10:40,N863GT,5Y747,47.0213,-118.9549,90,12775,210,,0,6627,,,,,
2023-02-01 18:10:18,N863GT,5Y747,47.0211,-118.9874,90,12775,212,,0,6627,,,,,
2023-02-01 18:11:09,N863GT,5Y747,47.0213,-118.914,90,12775,212,,0,6627,,,,,
2023-02-01 18:10:46,N863GT,5Y747,47.0213,-118.9468,90,12775,212,,0,6627,,,,,
2023-02-01 18:11:19,N863GT,5Y747,47.0213,-118.8988,90,12775,213,,0,6627,,,,,
2023-02-01 18:10:59,N863GT,5Y747,47.0213,-118.9278,90,12750,210,,0,6627,,,,,
2023-02-01 18:11:48,N863GT,5Y747,47.0165,-118.8609,121,12775,200,,0,6627,,,,,
2023-02-01 18:11:40,N863GT,5Y747,47.0199,-118.8711,106,12750,200,,0,6627,,,,,
2023-02-01 18:11:28,N863GT,5Y747,47.0213,-118.8866,90,12775,210,,0,6627,,,,,
2023-02-01 18:12:29,N863GT,5Y747,46.9846,-118.8453,196,12775,160,,0,6627,,,,,
2023-02-01 18:12:10,N863GT,5Y747,46.9998,-118.8443,163,12775,180,,0,6627,,,,,
2023-02-01 18:12:20,N863GT,5Y747,46.9916,-118.8433,180,12775,170,,0,6627,,,,,
2023-02-01 18:11:59,N863GT,5Y747,47.0084,-118.8494,136,12775,190,,0,6627,,,,,
2023-02-01 18:12:35,N863GT,5Y747,46.981,-118.8474,202,12775,160,,0,6627,,,,,
2023-02-01 18:12:49,N863GT,5Y747,46.9697,-118.8548,204,12775,180,,0,6627,,,,,
2023-02-01 18:12:59,N863GT,5Y747,46.9621,-118.8597,204,12725,190,,0,6627,,,,,
2023-02-01 18:13:04,N863GT,5Y747,46.9579,-118.8625,204,12725,201,,0,6627,,,,,
2023-02-01 18:13:27,N863GT,5Y747,46.9374,-118.8757,203,12775,209,,0,6627,,,,,
2023-02-01 18:13:37,N863GT,5Y747,46.9285,-118.8815,204,12775,210,,0,6627,,,,,
2023-02-01 18:13:47,N863GT,5Y747,46.9193,-118.8874,204,12775,215,,0,6627,,,,,
2023-02-01 18:13:14,N863GT,5Y747,46.9503,-118.8675,204,12750,207,,0,6627,,,,,
2023-02-01 18:13:56,N863GT,5Y747,46.9103,-118.8932,203,12775,210,,0,6627,,,,,
2023-02-01 18:14:36,N863GT,5Y747,46.8736,-118.9166,204,12775,218,,0,6627,,,,,
2023-02-01 18:14:03,N863GT,5Y747,46.9047,-118.8969,204,12775,210,,0,6627,,,,,
2023-02-01 18:14:28,N863GT,5Y747,46.8814,-118.9116,204,12775,219,,0,6627,,,,,
2023-02-01 18:14:20,N863GT,5Y747,46.8893,-118.9066,203,12775,210,,0,6627,,,,,
2023-02-01 18:14:49,N863GT,5Y747,46.8615,-118.9242,203,12775,218,,0,6627,,,,,
2023-02-01 18:15:10,N863GT,5Y747,46.8426,-118.9362,204,12775,210,,0,6627,,,,,
2023-02-01 18:14:59,N863GT,5Y747,46.8523,-118.93,203,12775,210,,0,6627,,,,,
2023-02-01 18:15:18,N863GT,5Y747,46.8352,-118.9409,203,12775,217,,0,6627,,,,,
2023-02-01 18:15:24,N863GT,5Y747,46.8297,-118.9443,204,12775,217,,0,6627,,,,,
2023-02-01 18:15:56,N863GT,5Y747,46.8013,-118.9622,204,12775,201,,0,6627,,,,,
2023-02-01 18:16:40,N863GT,5Y747,46.7642,-118.986,203,12750,180,,0,6627,,,,,
2023-02-01 18:15:39,N863GT,5Y747,46.8177,-118.9519,204,12750,210,,0,6627,,,,,
2023-02-01 18:17:40,N863GT,5Y747,46.7204,-119.0138,204,12775,166,,0,6627,,,,,
2023-02-01 18:17:10,N863GT,5Y747,46.7417,-119.0002,204,12750,170,,0,6627,,,,,
2023-02-01 18:15:45,N863GT,5Y747,46.8103,-118.9565,203,12775,200,,0,6627,,,,,
2023-02-01 18:16:19,N863GT,5Y747,46.7817,-118.9749,204,12775,200,,0,6627,,,,,
2023-02-01 18:16:28,N863GT,5Y747,46.7743,-118.9797,205,12750,190,,0,6627,,,,,
2023-02-01 18:16:03,N863GT,5Y747,46.7956,-118.9659,204,12775,201,,0,6627,,,,,
2023-02-01 18:16:58,N863GT,5Y747,46.7504,-118.9947,204,12825,170,,0,6627,,,,,
2023-02-01 18:17:28,N863GT,5Y747,46.729,-119.0083,204,12775,166,,0,6627,,,,,
2023-02-01 18:17:51,N863GT,5Y747,46.7134,-119.0182,203,12775,160,,0,6627,,,,,
2023-02-01 18:16:49,N863GT,5Y747,46.7573,-118.9904,204,12800,180,,0,6627,,,,,
2023-02-01 18:17:19,N863GT,5Y747,46.7358,-119.004,204,12750,160,,0,6627,,,,,
2023-02-01 18:18:39,N863GT,5Y747,46.6801,-119.0393,204,12775,166,,0,6627,,,,,
2023-02-01 18:18:25,N863GT,5Y747,46.6892,-119.0335,203,12775,160,,0,6627,,,,,
2023-02-01 18:18:10,N863GT,5Y747,46.6995,-119.027,203,12775,160,,0,6627,,,,,
2023-02-01 18:19:07,N863GT,5Y747,46.6587,-119.0485,189,12775,170,,0,6627,,,,,
2023-02-01 18:19:15,N863GT,5Y747,46.6528,-119.0474,168,12775,180,,0,6627,,,,,
2023-02-01 18:18:19,N863GT,5Y747,46.694,-119.0304,202,12775,164,,0,6627,,,,,
2023-02-01 18:18:56,N863GT,5Y747,46.6687,-119.0463,201,12775,160,,0,6627,,,,,
2023-02-01 18:18:49,N863GT,5Y747,46.6725,-119.0441,203,12775,166,,0,6627,,,,,
2023-02-01 18:19:28,N863GT,5Y747,46.6418,-119.0394,154,12775,190,,0,6627,,,,,
2023-02-01 18:19:58,N863GT,5Y747,46.6314,-119.0032,90,12775,200,,0,6627,,,,,
2023-02-01 18:19:40,N863GT,5Y747,46.635,-119.0277,121,12775,190,,0,6627,,,,,
2023-02-01 18:20:28,N863GT,5Y747,46.6319,-118.9604,88,12775,211,,0,6627,,,,,
2023-02-01 18:20:37,N863GT,5Y747,46.6321,-118.9474,89,12775,210,,0,6627,,,,,
2023-02-01 18:20:43,N863GT,5Y747,46.6322,-118.9412,89,12775,210,,0,6627,,,,,
2023-02-01 18:20:07,N863GT,5Y747,46.6316,-118.9898,88,12775,209,,0,6627,,,,,
2023-02-01 18:20:13,N863GT,5Y747,46.6317,-118.9815,88,12775,210,,0,6627,,,,,
2023-02-01 18:21:10,N863GT,5Y747,46.6325,-118.9013,89,12775,210,,0,6627,,,,,
2023-02-01 18:21:19,N863GT,5Y747,46.6327,-118.8885,89,12775,210,,0,6627,,,,,
2023-02-01 18:21:27,N863GT,5Y747,46.6327,-118.8768,90,12775,200,,0,6627,,,,,
2023-02-01 18:20:59,N863GT,5Y747,46.6324,-118.9168,90,12775,210,,0,6627,,,,,
2023-02-01 18:21:40,N863GT,5Y747,46.6328,-118.8593,90,12775,210,,0,6627,,,,,
2023-02-01 18:21:58,N863GT,5Y747,46.6328,-118.8331,90,12775,212,,0,6627,,,,,
2023-02-01 18:21:45,N863GT,5Y747,46.6328,-118.8513,90,12775,210,,0,6627,,,,,
2023-02-01 18:22:19,N863GT,5Y747,46.6329,-118.8062,90,12775,210,,0,6627,,,,,
2023-02-01 18:22:10,N863GT,5Y747,46.6329,-118.8162,90,12775,210,,0,6627,,,,,
2023-02-01 18:22:45,N863GT,5Y747,46.633,-118.767,90,12775,212,,0,6627,,,,,
2023-02-01 18:22:27,N863GT,5Y747,46.633,-118.7936,91,12775,214,,0,6627,,,,,
2023-02-01 18:22:41,N863GT,5Y747,46.633,-118.7738,90,12775,210,,0,6627,,,,,
2023-02-01 18:22:57,N863GT,5Y747,46.6331,-118.7501,89,12775,210,,0,6627,,,,,
2023-02-01 18:23:40,N863GT,5Y747,46.6334,-118.6875,89,12775,210,,0,6627,,,,,
2023-02-01 18:23:03,N863GT,5Y747,46.6331,-118.7438,90,12775,212,,0,6627,,,,,
2023-02-01 18:23:29,N863GT,5Y747,46.6332,-118.7045,90,12775,210,,0,6627,,,,,
2023-02-01 18:23:19,N863GT,5Y747,46.6332,-118.7188,90,12775,213,,0,6627,,,,,
2023-02-01 18:23:56,N863GT,5Y747,46.6334,-118.6654,90,12775,215,,0,6627,,,,,
2023-02-01 18:23:46,N863GT,5Y747,46.6334,-118.6797,90,12775,214,,0,6627,,,,,
2023-02-01 18:24:10,N863GT,5Y747,46.6335,-118.6445,90,12775,213,,0,6627,,,,,
2023-02-01 18:24:14,N863GT,5Y747,46.6335,-118.6395,90,12775,210,,0,6627,,,,,
2023-02-01 18:24:34,N863GT,5Y747,46.6336,-118.611,90,12775,214,,0,6627,,,,,
2023-02-01 18:24:24,N863GT,5Y747,46.6336,-118.6259,90,12775,213,,0,6627,,,,,
2023-02-01 18:25:01,N863GT,5Y747,46.6338,-118.5726,89,12775,210,,0,6627,,,,,
2023-02-01 18:24:47,N863GT,5Y747,46.6337,-118.5923,90,12775,214,,0,6627,,,,,
2023-02-01 18:25:49,N863GT,5Y747,46.662,-118.5304,4,12750,180,,0,6627,,,,,
2023-02-01 18:25:40,N863GT,5Y747,46.6545,-118.5319,19,12775,190,,0,6627,,,,,
2023-02-01 18:25:25,N863GT,5Y747,46.6424,-118.5418,46,12775,200,,0,6627,,,,,
